timestamp,reqNum
1543793298,1
1543793299,2
1543793303,1
1543793307,4
1543793308,12
1543793309,13
1543793310,12
1543793311,13
1543793312,12
1543793313,13
1543793314,12
1543793315,13
1543793316,12
1543793317,12
1543793318,14
1543793319,12
1543793320,14
1543793321,10
1543793322,14
1543793323,13
1543793324,13
1543793325,13
1543793326,14
1543793327,12
1543793328,13
1543793329,14
1543793330,14
1543793331,14
1543793332,13
1543793333,14
1543793334,13
1543793335,14
1543793336,14
1543793337,13
1543793338,14
1543793339,14
1543793340,14
1543793341,13
1543793342,13
1543793343,14
1543793344,13
1543793345,13
1543793346,14
1543793347,13
1543793348,13
1543793349,14
1543793350,12
1543793351,14
1543793352,13
1543793353,14
1543793354,14
1543793355,14
1543793356,13
1543793357,13
1543793358,13
1543793359,14
1543793360,14
1543793361,13
1543793362,13
1543793363,13
1543793364,13
1543793365,13
1543793366,14
1543793367,13
1543793368,14
1543793369,13
1543793370,13
1543793371,13
1543793372,14
1543793373,14
1543793374,13
1543793375,14
1543793376,14
1543793377,13
1543793378,13
1543793379,10
1543793380,13
1543793381,13
1543793382,13
1543793383,14
1543793384,9
1543793385,13
1543793386,14
1543793387,13
1543793388,13
1543793389,11
1543793390,13
1543793391,11
1543793392,13
1543793393,13
1543793394,13
1543793395,13
1543793396,13
1543793397,12
1543793398,13
1543793399,14
1543793400,12
1543793401,13
1543793402,13
1543793403,13
1543793404,14
1543793405,13
1543793406,12
1543793407,13
1543793408,11
1543793409,13
1543793410,12
1543793411,14
1543793412,12
1543793413,13
1543793414,14
1543793415,13
1543793416,13
1543793417,13
1543793418,14
1543793419,13
1543793420,13
1543793421,13
1543793422,18
1543793423,12
1543793424,14
1543793425,13
1543793426,12
1543793427,28
1543793428,39
1543793429,40
1543793430,49
1543793431,67
1543793432,63
1543793433,64
1543793434,58
1543793435,47
1543793436,40
1543793437,39
1543793438,60
1543793439,66
1543793440,68
1543793441,68
1543793442,67
1543793443,56
1543793444,70
1543793445,64
1543793446,70
1543793447,64
1543793448,67
1543793449,63
1543793450,70
1543793451,65
1543793452,65
1543793453,65
1543793454,56
1543793455,63
1543793456,68
1543793457,65
1543793458,67
1543793459,64
1543793460,53
1543793461,56
1543793462,65
1543793463,69
1543793464,65
1543793465,69
1543793466,68
1543793467,63
1543793468,69
1543793469,46
1543793470,69
1543793471,68
1543793472,64
1543793473,70
1543793474,67
1543793475,69
1543793476,68
1543793477,70
1543793478,65
1543793479,71
1543793480,68
1543793481,64
1543793482,70
1543793483,71
1543793484,63
1543793485,70
1543793486,67
1543793487,63
1543793488,46
1543793489,70
1543793490,70
1543793491,65
1543793492,68
1543793493,69
1543793494,71
1543793495,65
1543793496,67
1543793497,72
1543793498,71
1543793499,65
1543793500,69
1543793501,73
1543793502,74
1543793503,63
1543793504,72
1543793505,71
1543793506,70
1543793507,67
1543793508,40
1543793509,71
1543793510,71
1543793511,73
1543793512,65
1543793513,71
1543793514,71
1543793515,74
1543793516,73
1543793517,67
1543793518,73
1543793519,73
1543793520,70
1543793521,63
1543793522,71
1543793523,71
1543793524,71
1543793525,71
1543793526,69
1543793527,71
1543793528,69
1543793529,71
1543793530,49
1543793531,55
1543793532,72
1543793533,72
1543793534,67
1543793535,69
1543793536,72
1543793537,69
1543793538,71
1543793539,71
1543793540,57
1543793541,71
1543793542,73
1543793543,73
1543793544,59
1543793545,60
1543793546,71
1543793547,71
1543793548,73
1543793549,55
1543793550,59
1543793551,56
1543793552,71
1543793553,65
1543793554,70
1543793555,73
1543793556,67
1543793557,73
1543793558,64
1543793559,72
1543793560,71
1543793561,72
1543793562,65
1543793563,70
1543793564,70
1543793565,73
1543793566,65
1543793567,67
1543793568,69
1543793569,73
1543793570,55
1543793571,70
1543793572,68
1543793573,72
1543793574,66
1543793575,72
1543793576,70
1543793577,65
1543793578,68
1543793579,38
1543793580,70
1543793581,68
1543793582,71
1543793583,63
1543793584,69
1543793585,70
1543793586,64
1543793587,62
1543793588,56
1543793589,62
1543793590,72
1543793591,68
1543793592,70
1543793593,69
1543793594,71
1543793595,71
1543793596,70
1543793597,73
1543793598,70
1543793599,70
1543793600,60
1543793601,58
1543793602,57
1543793603,68
1543793604,67
1543793605,71
1543793606,68
1543793607,69
1543793608,69
1543793609,68
1543793610,68
1543793611,64
1543793612,51
1543793613,51
1543793614,51
1543793615,42
1543793616,39
1543793617,15
1543793618,13
1543793619,60
1543793620,67
1543793621,73
1543793622,71
1543793623,71
1543793624,66
1543793625,118
1543793626,142
1543793627,136
1543793628,146
1543793629,127
1543793630,147
1543793631,121
1543793632,126
1543793633,132
1543793634,143
1543793635,125
1543793636,106
1543793637,132
1543793638,117
1543793639,137
1543793640,116
1543793641,118
1543793642,131
1543793643,132
1543793644,139
1543793645,130
1543793646,139
1543793647,134
1543793648,140
1543793649,126
1543793650,135
1543793651,127
1543793652,136
1543793653,133
1543793654,124
1543793655,138
1543793656,120
1543793657,136
1543793658,128
1543793659,133
1543793660,125
1543793661,111
1543793662,138
1543793663,118
1543793664,120
1543793665,121
1543793666,123
1543793667,133
1543793668,106
1543793669,123
1543793670,81
1543793671,92
1543793672,134
1543793673,123
1543793674,126
1543793675,112
1543793676,130
1543793677,134
1543793678,106
1543793679,125
1543793680,118
1543793681,113
1543793682,129
1543793683,128
1543793684,126
1543793685,73
1543793686,116
1543793687,133
1543793688,111
1543793689,129
1543793690,113
1543793691,137
1543793692,127
1543793693,117
1543793694,136
1543793695,116
1543793696,122
1543793697,113
1543793698,87
1543793699,138
1543793700,121
1543793701,133
1543793702,104
1543793703,118
1543793704,132
1543793705,91
1543793706,116
1543793707,125
1543793708,138
1543793709,125
1543793710,124
1543793711,132
1543793712,111
1543793713,132
1543793714,80
1543793715,104
1543793716,134
1543793717,117
1543793718,135
1543793719,121
1543793720,115
1543793721,119
1543793722,121
1543793723,134
1543793724,119
1543793725,112
1543793726,134
1543793727,129
1543793728,135
1543793729,102
1543793730,126
1543793731,123
1543793732,99
1543793733,117
1543793734,127
1543793735,131
1543793736,129
1543793737,126
1543793738,131
1543793739,95
1543793740,122
1543793741,118
1543793742,109
1543793743,124
1543793744,52
1543793745,128
1543793746,124
1543793747,102
1543793748,122
1543793749,124
1543793750,100
1543793751,109
1543793752,96
1543793753,129
1543793754,130
1543793755,120
1543793756,131
1543793757,120
1543793758,132
1543793759,127
1543793760,128
1543793761,125
1543793762,70
1543793763,124
1543793764,113
1543793765,76
1543793766,125
1543793767,123
1543793768,123
1543793769,127
1543793770,116
1543793771,118
1543793772,116
1543793773,89
1543793774,129
1543793775,130
1543793776,133
1543793777,127
1543793778,131
1543793779,130
1543793780,109
1543793781,111
1543793782,119
1543793783,121
1543793784,135
1543793785,124
1543793786,138
1543793787,121
1543793788,129
1543793789,119
1543793790,127
1543793791,125
1543793792,134
1543793793,132
1543793794,104
1543793795,132
1543793796,112
1543793797,118
1543793798,128
1543793799,117
1543793800,138
1543793801,107
1543793802,134
1543793803,113
1543793804,107
1543793805,134
1543793806,116
1543793807,122
1543793808,110
1543793809,121
1543793810,126
1543793811,127
1543793812,135
1543793813,124
1543793814,136
1543793815,120
1543793816,129
1543793817,115
1543793818,79
1543793819,131
1543793820,95
1543793821,109
1543793822,131
1543793823,123
1543793824,133
1543793825,124
1543793826,124
1543793827,130
1543793828,111
1543793829,127
1543793830,118
1543793831,121
1543793832,118
1543793833,128
1543793834,130
1543793835,129
1543793836,131
1543793837,122
1543793838,132
1543793839,122
1543793840,113
1543793841,134
1543793842,118
1543793843,130
1543793844,119
1543793845,122
1543793846,137
1543793847,95
1543793848,127
1543793849,119
1543793850,140
1543793851,138
1543793852,117
1543793853,130
1543793854,91
1543793855,107
1543793856,135
1543793857,117
1543793858,130
1543793859,112
1543793860,96
1543793861,67
1543793862,76
1543793863,120
1543793864,113
1543793865,108
1543793866,105
1543793867,101
1543793868,41
1543793869,31
1543793870,28
1543793871,45
1543793872,121
1543793873,127
1543793874,117
1543793875,135
1543793876,109
1543793877,127
1543793878,127
1543793879,127
1543793880,134
1543793881,126
1543793882,139
1543793883,122
1543793884,135
1543793885,127
1543793886,106
1543793887,141
1543793888,127
1543793889,136
1543793890,121
1543793891,118
1543793892,140
1543793893,120
1543793894,141
1543793895,122
1543793896,139
1543793897,104
1543793898,109
1543793899,140
1543793900,120
1543793901,129
1543793902,125
1543793903,126
1543793904,139
1543793905,127
1543793906,138
1543793907,127
1543793908,125
1543793909,118
1543793910,102
1543793911,138
1543793912,129
1543793913,140
1543793914,119
1543793915,109
1543793916,140
1543793917,124
1543793918,140
1543793919,116
1543793920,138
1543793921,125
1543793922,125
1543793923,134
1543793924,126
1543793925,138
1543793926,129
1543793927,132
1543793928,127
1543793929,105
1543793930,131
1543793931,121
1543793932,137
1543793933,116
1543793934,118
1543793935,137
1543793936,120
1543793937,138
1543793938,122
1543793939,134
1543793940,139
1543793941,97
1543793942,120
1543793943,123
1543793944,130
1543793945,130
1543793946,99
1543793947,134
1543793948,118
1543793949,108
1543793950,142
1543793951,127
1543793952,125
1543793953,113
1543793954,135
1543793955,136
1543793956,108
1543793957,140
1543793958,125
1543793959,141
1543793960,124
1543793961,103
1543793962,135
1543793963,112
1543793964,127
1543793965,128
1543793966,129
1543793967,132
1543793968,111
1543793969,135
1543793970,127
1543793971,143
1543793972,130
1543793973,138
1543793974,120
1543793975,126
1543793976,131
1543793977,127
1543793978,137
1543793979,134
1543793980,115
1543793981,139
1543793982,122
1543793983,137
1543793984,124
1543793985,119
1543793986,127
1543793987,128
1543793988,140
1543793989,127
1543793990,136
1543793991,122
1543793992,117
1543793993,137
1543793994,127
1543793995,141
1543793996,113
1543793997,119
1543793998,127
1543793999,86
1543794000,118
1543794001,131
1543794002,93
1543794003,129
1543794004,115
1543794005,124
1543794006,127
1543794007,88
1543794008,122
1543794009,125
1543794010,134
1543794011,140
1543794012,124
1543794013,123
1543794014,121
1543794015,121
1543794016,138
1543794017,109
1543794018,128
1543794019,121
1543794020,115
1543794021,122
1543794022,100
1543794023,119
1543794024,119
1543794025,119
1543794026,132
1543794027,115
1543794028,127
1543794029,113
1543794030,117
1543794031,131
1543794032,112
1543794033,135
1543794034,121
1543794035,116
1543794036,127
1543794037,97
1543794038,112
1543794039,132
1543794040,111
1543794041,111
1543794042,103
1543794043,103
1543794044,125
1543794045,108
1543794046,131
1543794047,128
1543794048,95
1543794049,118
1543794050,112
1543794051,111
1543794052,124
1543794053,115
1543794054,115
1543794055,129
1543794056,105
1543794057,110
1543794058,120
1543794059,117
1543794060,129
1543794061,115
1543794062,115
1543794063,117
1543794064,119
1543794065,129
1543794066,104
1543794067,109
1543794068,110
1543794069,99
1543794070,104
1543794071,98
1543794072,69
1543794073,66
1543794074,57
1543794075,54
1543794076,50
1543794077,50
1543794078,52
1543794079,34
1543794080,24
1543794081,18
1543794082,25
1543794083,24
1543794084,25
1543794085,26
1543794086,26
1543794087,25
1543794088,25
1543794089,24
1543794090,20
1543794091,13
1543794092,26
1543794093,26
1543794094,27
1543794095,24
1543794096,27
1543794097,25
1543794098,25
1543794099,26
1543794100,26
1543794101,24
1543794102,26
1543794103,26
1543794104,23
1543794105,28
1543794106,24
1543794107,26
1543794108,25
1543794109,26
1543794110,26
1543794111,25
1543794112,27
1543794113,24
1543794114,27
1543794115,27
1543794116,28
1543794117,26
1543794118,18
1543794121,24
1543794122,27
1543794123,26
1543794124,26
1543794125,27
1543794126,27
1543794127,24
1543794128,26
1543794129,28
1543794130,26
1543794131,28
1543794132,16
1543794133,24
1543794134,27
1543794135,27
1543794136,26
1543794137,29
1543794138,28
1543794139,26
1543794140,28
1543794141,28
1543794142,28
1543794143,27
1543794144,28
1543794145,28
1543794146,25
1543794147,28
1543794148,28
1543794149,28
1543794150,27
1543794151,28
1543794152,28
1543794153,28
1543794154,28
1543794155,25
1543794156,28
1543794157,27
1543794158,28
1543794159,26
1543794160,26
1543794161,25
1543794162,28
1543794163,28
1543794164,27
1543794165,28
1543794166,28
1543794167,28
1543794168,26
1543794169,28
1543794170,26
1543794171,28
1543794172,26
1543794173,26
1543794174,25
1543794175,27
1543794176,26
1543794177,28
1543794178,27
1543794179,28
1543794180,26
1543794181,26
1543794182,28
1543794183,28
1543794184,26
1543794185,24
1543794186,27
1543794187,28
1543794188,28
1543794189,28
1543794190,27
1543794191,29
1543794192,28
1543794193,27
1543794194,26
1543794195,27
1543794196,28
1543794197,28
1543794198,27
1543794199,28
1543794200,27
1543794201,25
1543794202,27
1543794203,28
1543794204,27
1543794205,27
1543794206,28
1543794207,25
1543794208,28
1543794209,26
1543794210,28
1543794211,28
1543794212,15
1543794213,23
1543794214,25
1543794215,26
1543794216,25
1543794217,23
1543794218,26
1543794219,27
1543794220,28
1543794221,27
1543794222,27
1543794223,26
1543794224,28
1543794225,24
1543794226,27
1543794227,16
1543794228,21
1543794229,28
1543794230,18
1543794231,21
1543794232,23
1543794233,28
1543794234,26
1543794235,18
1543794236,20
1543794237,24
1543794238,26
1543794239,28
1543794240,24
1543794241,26
1543794242,26
1543794243,27
1543794244,22
1543794245,24
1543794246,24
1543794247,27
1543794248,24
1543794249,6
1543794250,12
1543794251,12
1543794252,16
1543794253,16
1543794254,17
1543794255,5
1543794256,20
1543794257,24
1543794258,26
1543794259,28
1543794260,24
1543794261,25
1543794262,11
1543794263,24
1543794264,22
1543794265,22
1543794266,27
1543794267,21
1543794268,17
1543794269,25
1543794270,22
1543794271,26
1543794272,24
1543794273,15
1543794274,23
1543794275,25
1543794276,26
1543794277,24
1543794278,27
1543794279,22
1543794280,16
1543794281,20
1543794282,26
1543794283,25
1543794284,2
